Course Title,Rating,Level,Schedule,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url,Duration to complete (Approx.),Number of Review
Natural Language Processing with Attention Models,4.4,Intermediate level,Flexible schedule,"Use encoder-decoder, causal, & self-attention to machine translate complete sentences, summarize text, build chatbots & question-answering.","T5+BERT Models, Chatterbot, Reformer Models, Neural Machine Translation, Attention Models","Neural Machine Translation, Text Summarization, Question Answering","Younes Bensouda Mourri, Łukasz Kaiser, Eddy Shyu",DeepLearning.AI,Computer Science,https://www.coursera.org/learn/attention-models-in-nlp,26.0,956
Introducción a la programación en Python I: Aprendiendo a programar con Python,4.4,Beginner level,Flexible schedule,Not specified,"Computer Programming, Python Programming, List & Label, Programming Language","Introducción: La programación y los sistemas computacionales, Instrucciones básicas del lenguaje Python, Control de flujo, Funciones, Strings y Archivos, Listas","Jorge Muñoz Gama, Cristian Ruz, Mar Pérez-Sanagustín, Valeria Herskovic",Pontificia Universidad Católica de Chile,Computer Science,https://www.coursera.org/learn/aprendiendo-programar-python,17.0,4264
React Basics,4.7,Beginner level,Flexible schedule,Use reusable components to render views where data changes over timeOrganize React projects to create more scalable and maintainable websites and appsUse props to pass data between components. Create dynamic and interactive web pages and appsUse forms to allow users to interact with the app. Build an application in React,"React (Web Framework), Application development, Web Application, Front-End Web Development","React Components, Data and State, Navigation, Updating and Assets in React.js, Your first React app",Taught by Meta Staff,Meta,Computer Science,https://www.coursera.org/learn/react-basics,26.0,1589
Autodesk CAD/CAM for Manufacturing Specialization,4.8,Intermediate level,Flexible schedule,"Summarize an understanding of computer aided design, manufacturing, and toolpath creation.   Practice design-related vocabulary and visual literacy to articulate your process and decisions.Demonstrate creative confidence and practice job ready CAD skills and CAM using Autodesk Fusion 360 software.","Computer-Aided Manufacturing, Computer-Aided Design (CAD), Autodesk, Mechanical Engineering, Manufacturing Processes","Introduction to CAD, CAM, and Practical CNC Machining, 3-Axis Machining with Autodesk Fusion 360, Creating Toolpaths for a CNC Lathe, Multi-Axis CNC Toolpaths",,Autodesk,Computer Science,https://www.coursera.org/specializations/autodesk-cad-cam-manufacturing,80.0,644
SAS Visual Business Analytics Professional Certificate,4.7,Beginner level,Flexible schedule,How to explore data using SAS Visual AnalyticsHow to create interactive reports using SAS Visual AnalyticsHow to prepare data using SAS Data Studio,"SAS VA, Business Analytics, SAS Visual Analytics","Getting Started with SAS Visual Analytics , Data Analysis and Reporting in SAS Visual Analytics, Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics, Performing Network, Path, and Text Analyses in SAS Visual Analytics, Creating Advanced Reports with SAS Visual Analytics",Nicole Ball,SAS,Computer Science,https://www.coursera.org/professional-certificates/sas-visual-business-analytics,40.0,934
AI for Medical Diagnosis,4.7,Intermediate level,Flexible schedule,Not specified,"Multi-class classification, Image Segmentation, Machine Learning, Deep Learning, model evaluation","Disease Detection with Computer Vision, Evaluating Models, Image Segmentation on MRI Images","Pranav Rajpurkar, Bora Uyumazturk, Amirhossein Kiani, Eddy Shyu",DeepLearning.AI,Computer Science,https://www.coursera.org/learn/ai-for-medical-diagnosis,20.0,1903
Applied Data Science Capstone,4.7,Intermediate level,Flexible schedule,"Demonstrate proficiency in data science and machine learning techniques using a real-world data set and prepare a report for stakeholders   Apply your skills to perform data collection, data wrangling, exploratory data analysis, data visualization model development, and model evaluationWrite Python code to create machine learning models including support vector machines, decision tree classifiers, and k-nearest neighbors  Evaluate the results of machine learning models for predictive analysis, compare their strengths and weaknesses and identify the optimal model   ","Github, Jupyter Notebook, K-Means Clustering, Methodology, Data Science Methodology","Introduction, Exploratory Data Analysis (EDA), Interactive Visual Analytics and Dashboard, Predictive Analysis (Classification), Present Your Data-Driven Insights","Yan Luo, Joseph Santarcangelo",IBM,Computer Science,https://www.coursera.org/learn/applied-data-science-capstone,13.0,6923
Introduction to Programming with MATLAB,4.8,Beginner level,Flexible schedule,"You will learn fundamental computer programming concepts such as variables, control structures, functions and many others.You will learn about various data types and how to handle them in MATLAB.You will learn the powerful support MATLAb provides for working with matrices.You will learn about file input/output.","Computer Programming, Problem Solving, Matlab, Programming Language","Course Pages, The MATLAB Environment, Matrices and Operators, Functions, ""Programmers Toolbox"", Selection, Loops, Data Types, File Input/Output","Mike Fitzpatrick, Akos Ledeczi",Vanderbilt University,Computer Science,https://www.coursera.org/learn/matlab,35.0,17334
Creativity and AI Specialization,4.6,Intermediate level,Flexible schedule,"Investigate the theories and techniques behind the latest work in artificial creativity, from Ada Lovelace to Open AIConduct design research for the development of innovative products, services, exhibitions, and initiativesExamine the potentials and limitations of creative AI in understanding human creativityApply creativity theories and AI to personal practice, organizational strategies, and economic policies","Applied Creativity, Innovation Strategies, Business Applications, Design Thinking, Artificial Intelligence (AI)","Artificial Creativity, Natural Creativity, Creative Artifacts",Jeongki Lim,"Parsons School of Design, The New School",Computer Science,https://www.coursera.org/specializations/creativity-ai,40.0,57
Django for Everybody Specialization,4.7,Intermediate level,Flexible schedule,"Install and deploy a  Django application; build HTML web pages styled by CSSDescribe and build a data model in Django, applying model query and template tags/code of Django Template LanguageApply built-in login functionality in Django; define sessions, cookies, and one-to-many modelsBuild objects and write syntactically correct JavaScript language; explain basic elements of low-level jQuery","Django (Web Framework), HTML, SQL, JavaScript, Cascading Style Sheets (CSS)","Web Application Technologies and Django, Building Web Applications in Django, Django Features and Libraries, Using JavaScript and JSON in Django",Charles Russell Severance,University of Michigan,Computer Science,https://www.coursera.org/specializations/django,80.0,2146
AI Strategy and Governance,4.8,Beginner level,Flexible schedule,Not specified,Not specified,"Module 1 – Economics of AI, Module 2 – AI Innovation, Module 3 – Algorithmic Bias and Fairness, Module 4 – AI Governance and Explainable AI","Kartik Hosanagar, Kevin Werbach, Lynn Wu, Prasanna Tambe",University of Pennsylvania,Computer Science,https://www.coursera.org/learn/wharton-ai-strategy-governance,9.0,94
Natural Language Processing with Sequence Models,4.5,Intermediate level,Flexible schedule,"Use recurrent neural networks, LSTMs, GRUs & Siamese networks in Trax for sentiment analysis, text generation & named entity recognition.","Word Embedding, Siamese Networks, Sentiment with Neural Nets, Natural Language Generation, Named-Entity Recognition","Recurrent Neural Networks for Language Modeling, LSTMs and Named Entity Recognition, Siamese Networks","Younes Bensouda Mourri, Łukasz Kaiser, Eddy Shyu",DeepLearning.AI,Computer Science,https://www.coursera.org/learn/sequence-models-in-nlp,21.0,1082
Microsoft Azure Data Fundamentals DP-900 Exam Prep Specialization,4.7,Beginner level,Flexible schedule,"The fundamentals of database concepts in a cloud environment, basic skilling in cloud data services, and cloud data services within Microsoft Azure.","Describe how to work with relational data on Azure, Describe core data concepts, Describe an analytics workload on Azure, Describe how to work with non-relational data on Azure","Explore Core Data Concepts in Microsoft Azure, Microsoft Azure SQL, Microsoft Azure Cosmos DB, Modern Data Warehouse Analytics in Microsoft Azure, Preparing for DP-900: Microsoft Azure Data Fundamentals Exam", Microsoft,Microsoft,Computer Science,https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals,40.0,500
Statistics with Python Specialization,4.6,Beginner level,Flexible schedule,"Create and interpret data visualizations using the Python programming language and associated packages & librariesApply and interpret inferential procedures when analyzing real dataApply statistical modeling techniques to data (ie. linear and logistic regression, linear models, multilevel models, Bayesian inference techniques)Understand importance of connecting research questions to data analysis methods.","Python Programming, Statistical inference methods, Data Visualization, Statistical Model","Understanding and Visualizing Data with Python, Inferential Statistical Analysis with Python, Fitting Statistical Models to Data with Python","Brady T. West, Kerby Shedden, Brenda Gunderson",University of Michigan,Computer Science,https://www.coursera.org/specializations/statistics-with-python,40.0,2767
American Contract Law I,4.9,Beginner level,Flexible schedule,Not specified,Not specified,"Introduction , CONSIDERATION AND ITS SUBSTITUTES THE CONSIDERATION DOCTRINE I, CONSIDERATION AND ITS SUBSTITUTES THE CONSIDERATION DOCTRINE II, THE BARGAIN RELATIONSHIP I, THE BARGAIN RELATIONSHIP II, THE BARGAIN RELATIONSHIP III, THE BARGAIN RELATIONSHIP IV",Ian Ayres,Yale University,Computer Science,https://www.coursera.org/learn/contracts-1,32.0,872
Machine Learning Modeling Pipelines in Production,4.3,Advanced level,Flexible schedule,"Apply techniques to manage modeling resources and best serve batch and real-time inference requests.Use analytics to address model fairness, explainability issues, and mitigate bottlenecks.","Model Performance Analysis, Precomputing Predictions, Fairness Indicators, Explainable AI, automl","Week 1: Neural Architecture Search , Week 2: Model Resource Management Techniques, Week 3: High-Performance Modeling , Week 4: Model Analysis, Week 5: Interpretability",Robert Crowe,DeepLearning.AI,Computer Science,https://www.coursera.org/learn/machine-learning-modeling-pipelines-in-production,23.0,399
Aspectos básicos del diseño de la experiencia del usuario,4.9,Beginner level,Flexible schedule,"Identificar algunas de las responsabilidades laborales más comunes de los diseñadores de UX de nivel básico. Comprender algunos conceptos básicos del diseño de UX, como el diseño centrado en el usuario, el proceso de diseño, la accesibilidad, etc.Explicar por qué los sprints de diseño son una parte importante y útil del trabajo de un diseñador de UX.Empezar a crear un portfolio en línea donde puedas mostrar tus próximos trabajos.","Diseño de la experiencia del usuario (UXD), Experiencia del usuario (UX), Esquema, Investigación en UX, Prototipo","Introducción al diseño de la experiencia del usuario , Familiarizarse con términos, herramientas y frameworks comunes en el diseño de UX, Participar en sprints de diseño ,  Desarrollo de una presencia profesional ",Google Career Certificates,Google,Computer Science,https://www.coursera.org/learn/aspectos-basicos-del-diseno-de-la-experiencia-del-usuario-ux,20.0,2870
HTML and CSS in depth,4.7,Beginner level,Flexible schedule,Create a simple form with a responsive layout using HTML5 and CSSCreate a responsive layout using CSS Create a UI using BootstrapImplement debugging tools,"HTML and CSS, React (Web Framework), Debugging, JavaScript, User Interface","HTML in depth, Interactive CSS, Graded Assessment",Taught by Meta Staff,Meta,Computer Science,https://www.coursera.org/learn/html-and-css-in-depth,28.0,1323
Introduction to Computer Vision and Image Processing,4.3,Beginner level,Flexible schedule,"Describe the applications of computer vision across different industries.Apply image processing and analysis techniques to computer vision problems.Utilize Python, Pillow, and OpenCV for basic image processing and perform image classification and object detection.Create an image classifier using Supervised learning techniques.","Image Processing, Artificial Intelligence (AI), Opencv, Computer Vision, Deep Learning","Introduction to Computer Vision, Image Processing with OpenCV and  Pillow, Machine Learning  Image Classification, Neural Networks and Deep Learning for Image Classification , Object Detection, Project Case: Not Quite a Self-Driving Car - Traffic Sign Classification","Aije Egwaikhide, Joseph Santarcangelo",IBM,Computer Science,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,21.0,1066
Functional Programming in Scala Specialization,4.7,Intermediate level,Flexible schedule,"Write purely functional programs using recursion, pattern matching, and higher-order functionsDesign immutable data structuresWrite programs that effectively use parallel collections to achieve performanceManipulate data with Spark and Scala","Scala Programming, Parallel Computing, Apache Spark, Functional Programming","Functional Programming Principles in Scala, Functional Program Design in Scala, Parallel programming, Big Data Analysis with Scala and Spark, Functional Programming in Scala Capstone","Prof. Viktor Kuncak, Prof. Heather Miller, Martin Odersky, Dr. Aleksandar Prokopec",École Polytechnique Fédérale de Lausanne,Computer Science,https://www.coursera.org/specializations/scala,200.0,6884
Robotic Process Automation (RPA) Specialization,4.7,Beginner level,Flexible schedule,"Learn the basic concepts of Robotic Process AutomationDevelop familiarity and deep understanding of UiPath PlatformDevelop the ability to independently design and create automation for business processes.

Prepare to become a Junior RPA Developer. This specialization also prepares you for UiPath Certified Professional - UiRPA.","Error Handling Approach & Activities, Loops in Studio, Control Flow Activities, Flowcharts and Decision Making, Sequences, Asset, UiPath Orchestrator, Orchestrator user interface, Queues, Data Manipulation, rpa, Dictionary, List, Uipath, User Interface Automation, Input Actions Automation, Selectors, Recording in Studio, Studio, Workflow, Automation, Data Scraping, Workbook Automation, Screen Scraping, email automation, Excel Automation","RPA Basics and Introduction to UiPath, Data Manipulation in RPA, UI Automation and Selectors, Control Flow in RPA, Automation Techniques in RPA, UiPath Orchestrator and Capstone Projects",,UiPath,Computer Science,https://www.coursera.org/specializations/roboticprocessautomation,40.0,211
Advanced Business Analytics Specialization,4.4,Intermediate level,Flexible schedule,Not specified,"Data Analysis, SQL, Data Visualization, Mathematical Optimization","Introduction to Data Analytics for Business, Predictive Modeling and Analytics , Business Analytics for Decision Making, Communicating Business Analytics Results, Advanced Business Analytics Capstone","David Torgerson, Dan Zhang, Manuel Laguna",University of Colorado Boulder,Computer Science,https://www.coursera.org/specializations/data-analytics-business,40.0,2034
Game Design and Development with Unity 2020 Specialization,4.7,Beginner level,Flexible schedule,The ability to design and develop 2D games.The ability to design and develop 3D games.The game design and development process.,"Unity, Video Game Development, technology, video game, Game Design","Game Design and Development 1: 2D Shooter, Game Design and Development 2: 2D Platformer, Game Design and Development 3: 3D Shooter, Game Design and Development 4: 3D Platformer, Game Design and Development 5: Capstone Project",Brian Winn,Michigan State University,Computer Science,https://www.coursera.org/specializations/game-design-and-development,80.0,455
Digital Manufacturing & Design Technology  Specialization,4.6,Beginner level,Flexible schedule,Not specified,"Artificial Intelligence (AI), Digital Design, Manufacturing Engineer, Industry 4.0","Digital Manufacturing & Design, Digital Thread: Components, Digital Thread: Implementation, Advanced Manufacturing Process Analysis, Intelligent Machining, Advanced Manufacturing Enterprise, Cyber Security in Manufacturing  , MBSE: Model-Based Systems Engineering , Roadmap to Success in Digital Manufacturing & Design ","Shambhu Upadhyaya, Amy Moore, Ken English, Sara Behdad, Rahul Rai","The State University of New York, University at Buffalo",Computer Science,https://www.coursera.org/specializations/digital-manufacturing-design-technology,160.0,3659
"Modern Robotics:  Mechanics, Planning, and Control Specialization",4.8,Intermediate level,Flexible schedule,Not specified,Not specified,"Modern Robotics, Course 1:  Foundations of Robot Motion, Modern Robotics, Course 2:  Robot Kinematics, Modern Robotics, Course 3:  Robot Dynamics, Modern Robotics, Course 4:  Robot Motion Planning and Control, Modern Robotics, Course 5:  Robot Manipulation and Wheeled Mobile Robots , Modern Robotics, Course 6:  Capstone Project, Mobile Manipulation",Kevin Lynch,Northwestern University,Computer Science,https://www.coursera.org/specializations/modernrobotics,160.0,901
Plant Bioinformatic Methods Specialization,4.8,Beginner level,Flexible schedule,Not specified,"Genetic Analysis, Bioinformatics Analysis, Evolution, Comparative Genomics","Bioinformatic Methods I, Bioinformatic Methods II, Plant Bioinformatics, Plant Bioinformatics Capstone",Nicholas James Provart,University of Toronto,Computer Science,https://www.coursera.org/specializations/plant-bioinformatic-methods,80.0,721
Algorithmic Toolbox,4.6,Intermediate level,Flexible schedule,Essential algorithmic techniquesDesign efficient algorithmsPractice solving algorithmic interview problemsImplement efficient and reliable solutions,"Software Testing, Computer Programming, Algorithms, Debugging, Dynamic Programming","Programming Challenges, Algorithmic Warm-up, Greedy Algorithms, Divide-and-Conquer, Dynamic Programming 1, Dynamic Programming 2","Alexander S. Kulikov, Neil Rhodes, Pavel  Pevzner, Michael Levin, Daniel M Kane",University of California San Diego,Computer Science,https://www.coursera.org/learn/algorithmic-toolbox,40.0,12324
Google Cloud Big Data and Machine Learning Fundamentals,4.7,Beginner level,Flexible schedule,Identify the data-to-AI lifecycle on Google Cloud and the major products of big data and machine learning.Design streaming pipelines with Dataflow and Pub/Sub and dDesign streaming pipelines with Dataflow and Pub/Sub.Identify different options to build machine learning solutions on Google Cloud.Describe a machine learning workflow and the key steps with Vertex AI and build a machine learning pipeline using AutoML.,"Tensorflow, Bigquery, Google Cloud Platform, Cloud Computing","Course Introduction, Big Data and Machine Learning on Google Cloud, Data Engineering for Streaming Data, Big Data with BigQuery, Machine Learning Options on Google Cloud, The Machine Learning Workflow with Vertex AI, Course Summary",Google Cloud Training,Google Cloud,Computer Science,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals,9.0,15886
Semiconductor Packaging Specialization,4.6,Beginner level,Flexible schedule,Examine fundamental concepts and terms used in the Semiconductor Packaging industry.Explore various disciplines utilized in Semiconductor Packaging technologies.Anticipate future challenges associated with Semiconductor Packaging.Identify career opportunities in the field of Semiconductor Packaging. ,"Quality control in semiconductor packaging, Materials selection and testing, Semiconductor applications, Manufacturing techniques for semiconductor packaging, Future trends and innovation in semiconductor packaging, Semiconductor packaging design","Introduction to Semiconductor Packaging, Semiconductor Packaging Manufacturing , Advanced Semiconductor Packaging",Terry Alford,Arizona State University,Computer Science,https://www.coursera.org/specializations/semiconductor-packaging,40.0,30
Work Smarter with Microsoft PowerPoint,4.7,Beginner level,Flexible schedule,"How to create, save, and present a basic presentation; apply the basics of formatting; and add multimedia to a presentationHow to manage slides and presentationsHow to apply transitions and animationsHow to insert elements into a presentation","Microsoft PowerPoint, Presentation","Getting started with PowerPoint, Developing a presentation, Enhancing the appearance of a presentation, Preparing to deliver a presentation, Honours: Hands-on practice using Microsoft PowerPoint", Microsoft,Microsoft,Computer Science,https://www.coursera.org/learn/microsoft-powerpoint-work-smarter,19.0,559
Real-Time Embedded Systems Specialization,3.9,Intermediate level,Flexible schedule,"Rate Monotonic theory and policiesMethods of Rate Monontoic analysisReal-time system design techniquesEngineering principles for allocating functionality and services to hardware, firmware or software implementation","Fault Tolerance, Rate Monotonic Analysis, Real-Time Operating System (RTOS), Linux On Embedded Systems, Asymmetric Multi-core Processing","Real-Time Embedded Systems Concepts and Practices, Real-Time Embedded Systems Theory and Analysis, Real-Time Mission-Critical Systems Design, Real-Time Project for Embedded Systems",Sam Siewert ,University of Colorado Boulder,Computer Science,https://www.coursera.org/specializations/real-time-embedded-systems,200.0,54
Applied Python Data Engineering Specialization,0.0,Intermediate level,Flexible schedule,"Create scalable big data pipelines (Hadoop, Spark, Snowflake, Databricks) for efficient data handling.Build machine learning workflows (PySpark, MLFlow) on Databricks for seamless model development and deployment.Implement DataOps/DevOps to streamline data engineering processes.Formulate and communicate data-driven insights and narratives through impactful visualizations with Python and data storytelling","Data Science, Big Data, Python Programming, Information Engineering, Kubernetes, Data Visualization, Apache Hadoop, Docker Container, Apache Spark, Snowflake (Data Warehouse)","Spark, Hadoop, and Snowflake for Data Engineering, Virtualization, Docker, and Kubernetes for Data Engineering, Data Visualization with Python","Matt Harrison, Kennedy Behrman, Noah Gift",Duke University,Computer Science,https://www.coursera.org/specializations/python-data-engineering,200.0,0
Deploying Machine Learning Models in Production,4.5,Advanced level,Flexible schedule,Not specified,"Model Registries, TensorFlow Serving, Generate Data Protection Regulation (GDPR), Model Monitoring, Machine Learning Operations (MLOps)","Week 1: Model Serving: Introduction, Week 2: Model Serving: Patterns and Infrastructure, Week 3: Model Management and Delivery, Week 4: Model Monitoring and Logging","Laurence Moroney, Robert Crowe",DeepLearning.AI,Computer Science,https://www.coursera.org/learn/deploying-machine-learning-models-in-production,32.0,306
Introduction to Medical Software,4.8,Intermediate level,Flexible schedule,"How medical devices and software are regulated around the world. How medical software is designed, developed, and implemented in the real world.","Software Testing, User Research, Software Design, Entrepreneurship, Medical Software","Introduction to Medical Software and Digital Health, Medical Software Regulation (FDA and IMDRF), The Healthcare Environment (EHR, PACS, Data Privacy, and Cybersecurity), Quality and Risk Management, Software Development Life Cycle, User Needs & System Requirements, Software Architecture Design and Usability Engineering, Construction and Testing, Probability and Statistics, Software Validation, Deployment, Maintenance and Retirement, Machine Learning, Business and Management Issues, Optional Supplement: Case Studies , Optional Supplement: Expert Interviews",Xenophon Papademetris,Yale University,Computer Science,https://www.coursera.org/learn/introduction-to-medical-software,37.0,137
Market Research Specialization,4.5,Beginner level,Flexible schedule,"Essentials of market research  Components of research proposal  and research processSampling approaches, data analysis and interpretation","Analyse and interpret data, Develop a research proposal, Use qualitative and quantitative research methodologies, Manage the development and use of different research instruments","Introduction to Market Research, Research Methodologies, Research Instruments and Research Hypotheses, Analysis and Interpretation of Data","Evangelia Katsikea, Athanasia Lampraki",Queen Mary University of London,Computer Science,https://www.coursera.org/specializations/market-research-market-research,80.0,66
"Information Systems Auditing, Controls and Assurance",4.7,Beginner level,Flexible schedule,Not specified,"Information Technology (IT) Management, Risk Management, Change Management, Information Security (INFOSEC), Audit","Introduction to Information Systems (IS) Auditing, Perform IS auditing, Business Application Development and the Roles of IS Auditors, IS Maintenance and Control",Garvin Percy DIAS,The Hong Kong University of Science and Technology,Computer Science,https://www.coursera.org/learn/information-systems-audit,8.0,3262
Inclusive Leadership: The Power of Workplace Diversity,4.9,Beginner level,Flexible schedule,How to value & respect others to cultivate inclusion.Signature traits of inclusive leaders.Communicate with diverse individuals to achieve goals.,"Diversity (Business), self-awareness, Communication, Emotional Intelligence, inclusive leadership","Inclusion Matters, Inclusive Leadership Matters, Six Signature Traits of Highly Inclusive Leaders, Communication and Inclusive Leadership",Brenda J. Allen,University of Colorado System,Computer Science,https://www.coursera.org/learn/inclusiveleadership,21.0,1738
Fundamentos de la ciberseguridad,4.9,Beginner level,Flexible schedule,Reconoce las habilidades y conocimientos básicos necesarios para convertirte en analista de ciberseguridadIdentifica cómo los ataques a la ciberseguridad afectan a las operaciones comercialesQué es la ética de seguridad?Identifica las herramientas más comunes que se utilizan en el análisis de ciberseguridad,"Ciberseguridad, Ataques históricos a la ciberseguridad, Seguridad de la información (INFOSEC), Ética, Marco de ciberseguridad del NIST (CSF)","Introducción al apasionante mundo de la ciberseguridad, La evolución de la ciberseguridad, Protección frente a amenazas, riesgos y vulnerabilidades, Herramientas de ciberseguridad y lenguajes de programación",Google Career Certificates,Google,Computer Science,https://www.coursera.org/learn/fundamentos-de-la-ciberseguridad,13.0,1442
Regression Analysis: Simplify Complex Data Relationships,4.7,Advanced level,Flexible schedule,Investigate relationships in datasetsIdentify regression model assumptions Perform linear and logistic regression using PythonPractice model evaluation and interpretation,"regression modeling, Python Programming, Statistical Analysis, Effective Communication, Predictive Modelling","Introduction to complex data relationships, Simple linear regression, Multiple linear regression, Advanced hypothesis testing, Logistic regression, Course 5 end-of-course project",Google Career Certificates,Google,Computer Science,https://www.coursera.org/learn/regression-analysis-simplify-complex-data-relationships,34.0,254
3D Printing and Additive Manufacturing Specialization,4.5,Beginner level,Flexible schedule,Not specified,"3d modeling, 3D printing, Fusion360, Prototyping, Tinkercad","The 3D Printing Revolution, 3D Printing Applications, 3D Printing Software, 3D Printing Hardware, 3D Printing Capstone","Alex Larson, Jeffrey Smith, Vishal Sachdev, Aric Rindfleisch, Matthew Griffin",University of Illinois at Urbana-Champaign,Computer Science,https://www.coursera.org/specializations/3d-printing-additive-manufacturing,80.0,202
European Business Law  Specialization,4.8,Beginner level,Flexible schedule,Navigate and understand relevant laws and regulations regarding the internal European Union marketEstablishing and running a company within the European Union Constructing and presenting a persuasive legal argument Creating a competitive edge for a company and protecting and defending a company's inventions and products ,"Compete on the Internal Market, Foreign Policy, Law, Legal Research, Business Law","European Business Law: Understanding the Fundamentals, European Business Law: Doing Business in Europe, European Business Law: Competing in Europe","Justin Pierce, Eduardo Gill Pedro, Anna Wiberg, Angelica Ericsson, Michael Bogdan, Hans Henrik Lidgard, Jörgen Hettne, Ulf Maunsbach, Xavier Groussot, Annegret Engel, Mia Rönnmar , Sanja Bogojevic, Julian Nowag, Cécile Brokelind, Niklas Arvidsson, Magnus Schmauch",Lund University,Computer Science,https://www.coursera.org/specializations/european-business-law,40.0,322
Introduction to Probability and Data with R,4.7,Beginner level,Flexible schedule,Not specified,"Statistics, R Programming, Rstudio, Exploratory Data Analysis","About Introduction to Probability and Data, Introduction to Data, Introduction to Data Project, Exploratory Data Analysis and Introduction to Inference, Exploratory Data Analysis and Introduction to Inference Project, Introduction to Probability, Introduction to Probability Project, Probability Distributions",Mine Çetinkaya-Rundel,Duke University,Computer Science,https://www.coursera.org/learn/probability-intro,14.0,5539
Blockchain Revolution in Financial Services Specialization,4.7,Beginner level,Flexible schedule,"Seven design principles for the ‘Blockchain Revolution’Terms such as miner, hash, nonce, consensus mechanism, public key cryptography, cryptoasset, smart contract, DApp, and self-sovereign identityTop 10 challenges for implementing blockchain technologyBlockchain applications and use-cases within the financial services industry","Collaborative Working Environment, Blockchain (Database), Open Collaboration, Access Structure, Object Binding, Alcatel Business Communications, Centurylink, Base Address","Introduction to Blockchain for Financial Services, Blockchain, Cryptoassets, and Decentralized Finance, Blockchain Transformations of Financial Services, Blockchain in Financial Services: Strategic Action Plan","Alex Tapscott, Don Tapscott",INSEAD,Computer Science,https://www.coursera.org/specializations/blockchain-financial-services,80.0,790
Introduction to Systems Engineering,4.7,Not specified,Flexible schedule,Not specified,Not specified,"Course Welcome & Module 1 (Introduction to Systems and System Life Cycle), Systems Engineering and its Relevance and Benefits, Needs and Requirements, Requirements Elicitation and Elaboration, Conceptual Design, Preliminary and Detailed Design, Construction, Production, and Utilisation, Systems Engineering Management, Final Exam and Information About Further Study","Dr Ian  Faulconbridge , Dr Mike Ryan",UNSW Sydney (The University of New South Wales),Computer Science,https://www.coursera.org/learn/systems-engineering,22.0,742
Python Project for Data Engineering,4.6,Intermediate level,Flexible schedule,"Demonstrate your skills in Python for working with and manipulating dataImplement webscraping and use APIs to extract data with PythonPlay the role of a Data Engineer working on a real project to extract, transform, and load dataUse Jupyter notebooks and IDEs to complete your project","Python Programming, Information Engineering, Extract Transform and Load (ETL), Data Engineer, Web Scraping","Extract, Transform, Load (ETL), Final Project, Optional Python Coding Practices and Packaging Concepts","Joseph Santarcangelo, Abhishek Gagneja, Ramesh Sannareddy",IBM,Computer Science,https://www.coursera.org/learn/python-project-for-data-engineering,9.0,544
Survey Data Collection and Analytics  Specialization,4.3,Beginner level,Flexible schedule,Not specified,"Data Collection, Cluster Sampling, R Programming, Missing Data","Framework for Data Collection and Analysis, Data Collection: Online, Telephone and Face-to-face, Questionnaire Design for Social Surveys, Sampling People, Networks and Records, Dealing With Missing Data, Combining and Analyzing Complex Data","Richard Valliant, Ph.D., James M Lepkowski, Frauke Kreuter, Ph.D., Frederick Conrad, Ph.D., Mariel Leonard","University of Michigan, University of Maryland, College Park",Computer Science,https://www.coursera.org/specializations/data-collection,120.0,844
Introduction to Scripting in Python Specialization,4.7,Beginner level,Flexible schedule,Not specified,"Codeskulptor, Data Analysis, Python Programming, Data Visualization","Python Programming Essentials, Python Data Representations, Python Data Analysis, Python Data Visualization","Joe Warren, Scott Rixner",Rice University,Computer Science,https://www.coursera.org/specializations/introduction-scripting-in-python,40.0,2904
Oracle SQL Databases Specialization,4.6,Beginner level,Flexible schedule,"Learn how to create Oracle SQL DatabasesUnderstand how to insert, modify, and delete from Oracle SQL Databases","Insert and Modify Oracle SQL Databases, Delete from Oracle SQL Databases, Create Oracle SQL Databases","Oracle Database Foundations, Oracle Database Platform, Oracle SQL Basics, Oracle SQL Proficiency",Rafiq Wayani,LearnQuest,Computer Science,https://www.coursera.org/specializations/oracle-sql-databases,40.0,434
Object Oriented Java Programming: Data Structures and Beyond Specialization,4.7,Intermediate level,Flexible schedule,Not specified,"Data Structure, Problem Solving, Java Programming, Object-Oriented Programming (OOP)","Object Oriented Programming in Java, Data Structures and Performance, Advanced Data Structures in Java, Mastering the Software Engineering Interview, Capstone: Analyzing (Social) Network Data","Christine Alvarado, Mia Minnes, Leo Porter",University of California San Diego,Computer Science,https://www.coursera.org/specializations/java-object-oriented,160.0,3374
Advanced React,4.7,Intermediate level,Flexible schedule,Create robust and reusable components with advanced techniques and learn different patterns to reuse common behaviorInteract with a remote server and fetch and post data via an APISeamlessly test React applications with React Testing LibraryIntegrate commonly used React libraries to streamline your application development,"Unit Testing, React (Web Framework), Front-End Web Development","Components, React Hooks and Custom Hooks, JSX and testing, Final project",Taught by Meta Staff,Meta,Computer Science,https://www.coursera.org/learn/advanced-react,26.0,875
